NAME,B19051_001E,B19051_002E,B19051_003E,B19058_001E,B19058_002E,B19058_003E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 107.02, Marion County, Oregon",418,263,155,418,14,404,418,0,0,0,0,0,107,15,16,33,27,46,33,33,41,0,67,41,047,010702,1,410470107021
"Block Group 2, Census Tract 107.02, Marion County, Oregon",933,801,132,933,198,735,933,32,51,0,87,16,64,29,145,12,58,48,98,92,43,95,63,41,047,010702,2,410470107022
"Block Group 4, Census Tract 108.01, Marion County, Oregon",230,168,62,230,16,214,230,0,15,0,62,0,15,18,0,0,26,13,34,0,14,17,16,41,047,010801,4,410470108014
"Block Group 5, Census Tract 108.01, Marion County, Oregon",639,492,147,639,130,509,639,76,0,6,32,65,15,78,17,11,33,71,59,25,19,65,67,41,047,010801,5,410470108015
"Block Group 1, Census Tract 108.01, Marion County, Oregon",433,417,16,433,104,329,433,12,0,0,43,0,15,38,3,36,13,190,14,30,39,0,0,41,047,010801,1,410470108011
"Block Group 2, Census Tract 108.01, Marion County, Oregon",345,274,71,345,7,338,345,15,16,0,15,29,48,0,0,0,53,0,74,53,42,0,0,41,047,010801,2,410470108012
"Block Group 2, Census Tract 232.01, Clackamas County, Oregon",746,558,188,746,77,669,746,41,16,17,0,41,18,27,16,24,45,39,75,60,127,48,152,41,005,023201,2,410050232012
"Block Group 1, Census Tract 232.01, Clackamas County, Oregon",740,534,206,740,33,707,740,16,8,51,16,0,0,49,32,9,41,42,113,86,103,128,46,41,005,023201,1,410050232011
"Block Group 1, Census Tract 236, Clackamas County, Oregon",408,291,117,408,21,387,408,0,0,0,20,17,0,10,11,0,31,41,56,36,103,73,10,41,005,023600,1,410050236001
"Block Group 3, Census Tract 243.02, Clackamas County, Oregon",761,527,234,761,129,632,761,104,17,11,18,20,60,34,35,19,32,11,228,57,37,45,33,41,005,024302,3,410050243023
"Block Group 2, Census Tract 203.04, Clackamas County, Oregon",574,459,115,574,12,562,574,28,16,0,15,29,0,0,15,31,31,14,142,57,28,84,84,41,005,020304,2,410050203042
"Block Group 1, Census Tract 203.04, Clackamas County, Oregon",711,656,55,711,57,654,711,0,0,0,13,51,0,0,15,15,20,87,34,36,117,109,214,41,005,020304,1,410050203041
"Block Group 1, Census Tract 212, Clackamas County, Oregon",933,395,538,933,127,806,933,115,0,17,100,61,18,67,64,24,99,94,106,62,53,27,26,41,005,021200,1,410050212001
"Block Group 1, Census Tract 224, Clackamas County, Oregon",399,280,119,399,38,361,399,47,32,17,23,0,7,26,14,16,24,41,75,23,9,34,11,41,005,022400,1,410050224001
"Block Group 1, Census Tract 9707, Klamath County, Oregon",281,153,128,281,9,272,281,7,0,5,0,65,12,4,47,0,44,15,41,10,16,7,8,41,035,970700,1,410359707001
"Block Group 2, Census Tract 9707, Klamath County, Oregon",590,487,103,590,58,532,590,23,27,12,21,3,26,47,46,95,35,79,86,41,9,32,8,41,035,970700,2,410359707002
"Block Group 3, Census Tract 9717, Klamath County, Oregon",220,149,71,220,114,106,220,22,41,34,20,26,20,0,12,9,28,7,1,0,0,0,0,41,035,971700,3,410359717003
"Block Group 2, Census Tract 9717, Klamath County, Oregon",459,323,136,459,90,369,459,56,8,73,7,0,21,18,0,41,18,37,117,18,22,7,16,41,035,971700,2,410359717002
"Block Group 1, Census Tract 9710, Klamath County, Oregon",317,218,99,317,61,256,317,17,34,37,0,14,59,39,0,0,6,9,14,47,0,17,24,41,035,971000,1,410359710001
"Block Group 1, Census Tract 9506, Umatilla County, Oregon",214,200,14,214,12,202,214,0,0,0,0,15,0,0,0,12,43,79,65,0,0,0,0,41,059,950600,1,410599506001
"Block Group 3, Census Tract 9506, Umatilla County, Oregon",236,140,96,236,110,126,236,94,32,0,0,0,27,31,52,0,0,0,0,0,0,0,0,41,059,950600,3,410599506003
"Block Group 6, Census Tract 9506, Umatilla County, Oregon",498,340,158,498,165,333,498,0,62,19,19,12,0,0,0,0,0,113,103,109,34,27,0,41,059,950600,6,410599506006
"Block Group 4, Census Tract 9508, Umatilla County, Oregon",1058,934,124,1058,68,990,1058,0,34,16,16,155,17,58,45,48,21,169,107,131,57,76,108,41,059,950800,4,410599508004
"Block Group 2, Census Tract 9508, Umatilla County, Oregon",325,294,31,325,106,219,325,63,84,53,41,0,0,0,17,0,16,24,12,0,0,0,15,41,059,950800,2,410599508002
"Block Group 1, Census Tract 9508, Umatilla County, Oregon",381,287,94,381,45,336,381,18,16,0,0,0,0,0,135,0,60,62,41,0,0,33,16,41,059,950800,1,410599508001
"Block Group 3, Census Tract 9508, Umatilla County, Oregon",266,174,92,266,122,144,266,38,78,0,0,26,0,14,0,0,28,0,82,0,0,0,0,41,059,950800,3,410599508003
"Block Group 1, Census Tract 9510, Umatilla County, Oregon",314,155,159,314,0,314,314,62,25,0,0,0,14,24,0,0,0,29,32,52,0,62,14,41,059,951000,1,410599510001
"Block Group 2, Census Tract 9510, Umatilla County, Oregon",871,605,266,871,340,531,871,154,102,0,75,83,0,0,10,32,15,106,107,30,50,86,21,41,059,951000,2,410599510002
"Block Group 4, Census Tract 9510, Umatilla County, Oregon",312,209,103,312,87,225,312,41,17,12,0,34,0,11,12,35,10,83,57,0,0,0,0,41,059,951000,4,410599510004
"Block Group 3, Census Tract 9510, Umatilla County, Oregon",505,348,157,505,74,431,505,47,10,30,0,50,0,59,6,0,64,39,146,47,0,0,7,41,059,951000,3,410599510003
"Block Group 3, Census Tract 2.03, Jackson County, Oregon",561,447,114,561,226,335,561,97,60,13,31,7,76,18,13,67,71,74,30,4,0,0,0,41,029,000203,3,410290002033
"Block Group 2, Census Tract 2.03, Jackson County, Oregon",637,555,82,637,161,476,637,18,17,28,39,12,28,28,72,13,81,95,65,40,56,45,0,41,029,000203,2,410290002032
"Block Group 1, Census Tract 2.03, Jackson County, Oregon",411,330,81,411,163,248,411,7,66,19,36,41,36,25,0,45,26,11,72,13,7,7,0,41,029,000203,1,410290002031
"Block Group 3, Census Tract 13.02, Jackson County, Oregon",1028,882,146,1028,344,684,1028,18,36,0,145,125,94,38,33,0,53,235,138,60,38,15,0,41,029,001302,3,410290013023
"Block Group 5, Census Tract 13.02, Jackson County, Oregon",413,292,121,413,32,381,413,25,0,0,67,0,16,54,35,14,0,40,119,43,0,0,0,41,029,001302,5,410290013025
"Block Group 1, Census Tract 13.02, Jackson County, Oregon",424,250,174,424,124,300,424,24,17,68,0,0,18,21,0,33,34,52,71,0,44,24,18,41,029,001302,1,410290013021
"Block Group 4, Census Tract 22, Jackson County, Oregon",698,454,244,698,75,623,698,39,77,0,80,0,75,0,33,49,30,126,33,15,47,33,61,41,029,002200,4,410290022004
"Block Group 2, Census Tract 22, Jackson County, Oregon",634,476,158,634,195,439,634,86,16,31,0,23,55,0,0,0,47,11,102,28,113,75,47,41,029,002200,2,410290022002
"Block Group 3, Census Tract 22, Jackson County, Oregon",556,374,182,556,38,518,556,18,13,14,0,34,0,38,15,16,19,17,109,67,17,64,115,41,029,002200,3,410290022003
"Block Group 1, Census Tract 30.01, Jackson County, Oregon",398,210,188,398,18,380,398,57,7,10,27,24,0,0,22,9,20,75,58,12,50,16,11,41,029,003001,1,410290030011
"Block Group 3, Census Tract 6.01, Jackson County, Oregon",803,570,233,803,63,740,803,0,17,30,29,13,80,17,65,0,139,59,86,88,0,117,63,41,029,000601,3,410290006013
"Block Group 1, Census Tract 6.01, Jackson County, Oregon",781,575,206,781,16,765,781,33,27,0,14,0,0,0,0,0,21,38,161,83,34,182,188,41,029,000601,1,410290006011
"Block Group 2, Census Tract 12, Jackson County, Oregon",55,47,8,55,11,44,55,8,0,0,0,0,0,0,0,11,0,0,0,7,29,0,0,41,029,001200,2,410290012002
"Block Group 1, Census Tract 12, Jackson County, Oregon",1479,1176,303,1479,217,1262,1479,74,11,59,52,50,104,77,79,208,210,169,149,112,46,55,24,41,029,001200,1,410290012001
"Block Group 2, Census Tract 240, Clackamas County, Oregon",268,210,58,268,30,238,268,10,0,20,0,12,10,0,32,0,9,75,18,26,27,29,0,41,005,024000,2,410050240002
"Block Group 2, Census Tract 218.02, Clackamas County, Oregon",1040,761,279,1040,281,759,1040,116,67,49,28,47,28,39,40,39,216,86,88,80,40,30,47,41,005,021802,2,410050218022
"Block Group 5, Census Tract 9510, Umatilla County, Oregon",291,240,51,291,159,132,291,0,0,45,0,38,28,51,13,54,10,11,0,17,0,24,0,41,059,951000,5,410599510005
"Block Group 2, Census Tract 9513, Umatilla County, Oregon",505,412,93,505,87,418,505,25,10,12,7,3,25,18,71,7,59,71,130,39,21,3,4,41,059,951300,2,410599513002
"Block Group 4, Census Tract 9513, Umatilla County, Oregon",431,375,56,431,126,305,431,0,11,25,23,57,9,14,15,24,91,41,49,53,15,4,0,41,059,951300,4,410599513004
"Block Group 1, Census Tract 9513, Umatilla County, Oregon",176,160,16,176,4,172,176,0,0,11,4,5,0,0,0,21,44,11,15,25,9,7,24,41,059,951300,1,410599513001
"Block Group 1, Census Tract 9501, Umatilla County, Oregon",743,576,167,743,250,493,743,17,38,9,82,33,97,10,20,30,85,104,105,74,6,23,10,41,059,950100,1,410599501001
"Block Group 3, Census Tract 9511, Umatilla County, Oregon",294,178,116,294,170,124,294,45,21,0,95,0,16,12,14,14,0,44,14,0,19,0,0,41,059,951100,3,410599511003
"Block Group 4, Census Tract 9511, Umatilla County, Oregon",185,153,32,185,20,165,185,20,12,0,0,0,15,0,0,0,50,40,38,0,10,0,0,41,059,951100,4,410599511004
"Block Group 5, Census Tract 9511, Umatilla County, Oregon",591,483,108,591,105,486,591,0,0,41,0,0,14,73,43,21,61,66,151,63,34,24,0,41,059,951100,5,410599511005
"Block Group 5, Census Tract 9512, Umatilla County, Oregon",587,545,42,587,53,534,587,0,0,11,0,35,11,0,0,10,21,26,166,106,151,32,18,41,059,951200,5,410599512005
"Block Group 2, Census Tract 9512, Umatilla County, Oregon",536,428,108,536,131,405,536,0,9,77,55,68,97,13,19,20,38,21,86,0,0,0,33,41,059,951200,2,410599512002
"Block Group 3, Census Tract 9512, Umatilla County, Oregon",254,242,12,254,14,240,254,0,0,45,21,0,13,31,19,0,47,53,25,0,0,0,0,41,059,951200,3,410599512003
"Block Group 6, Census Tract 9512, Umatilla County, Oregon",560,485,75,560,89,471,560,82,13,0,48,13,0,97,0,0,53,72,85,60,37,0,0,41,059,951200,6,410599512006
"Block Group 1, Census Tract 9518, Lincoln County, Oregon",355,134,221,355,88,267,355,35,0,20,70,34,19,43,0,0,21,26,46,19,7,7,8,41,041,951800,1,410419518001
"Block Group 2, Census Tract 9518, Lincoln County, Oregon",664,431,233,664,132,532,664,54,34,10,39,37,17,14,68,50,78,41,83,51,8,53,27,41,041,951800,2,410419518002
"Block Group 1, Census Tract 9517, Lincoln County, Oregon",872,428,444,872,142,730,872,58,41,94,50,43,46,25,20,35,150,80,121,81,0,11,17,41,041,951700,1,410419517001
"Block Group 1, Census Tract 204, Polk County, Oregon",549,411,138,549,156,393,549,38,17,18,27,36,29,46,12,29,55,39,78,68,4,48,5,41,053,020400,1,410530204001
"Block Group 4, Census Tract 204, Polk County, Oregon",666,484,182,666,192,474,666,46,55,19,29,32,23,14,35,45,75,39,105,86,22,30,11,41,053,020400,4,410530204004
"Block Group 2, Census Tract 204, Polk County, Oregon",640,449,191,640,135,505,640,36,23,34,21,19,23,52,26,99,29,40,81,62,65,30,0,41,053,020400,2,410530204002
"Block Group 5, Census Tract 204, Polk County, Oregon",240,220,20,240,0,240,240,0,20,35,0,0,0,17,0,0,0,14,23,51,19,61,0,41,053,020400,5,410530204005
"Block Group 2, Census Tract 201, Clackamas County, Oregon",369,271,98,369,20,349,369,0,8,0,19,7,0,0,8,8,46,0,62,52,37,34,88,41,005,020100,2,410050201002
"Block Group 1, Census Tract 201, Clackamas County, Oregon",922,690,232,922,0,922,922,27,0,0,0,30,26,12,0,15,47,80,83,89,69,118,326,41,005,020100,1,410050201001
"Block Group 1, Census Tract 203.02, Clackamas County, Oregon",536,445,91,536,45,491,536,0,19,0,36,23,29,0,32,4,39,50,67,51,47,36,103,41,005,020302,1,410050203021
"Block Group 2, Census Tract 203.02, Clackamas County, Oregon",1177,995,182,1177,76,1101,1177,39,35,9,21,8,0,0,44,18,51,171,210,137,114,116,204,41,005,020302,2,410050203022
"Block Group 1, Census Tract 3, Jackson County, Oregon",1227,1021,206,1227,405,822,1227,69,75,30,103,46,52,17,161,107,133,132,96,135,8,14,49,41,029,000300,1,410290003001
"Block Group 2, Census Tract 3, Jackson County, Oregon",1306,877,429,1306,587,719,1306,198,106,145,70,93,31,44,79,110,162,58,117,79,0,0,14,41,029,000300,2,410290003002
"Block Group 2, Census Tract 2.02, Jackson County, Oregon",457,415,42,457,161,296,457,42,30,45,9,7,25,0,0,69,61,113,14,0,16,16,10,41,029,000202,2,410290002022
"Block Group 3, Census Tract 2.02, Jackson County, Oregon",445,358,87,445,214,231,445,83,23,14,29,41,46,9,70,0,50,8,25,0,47,0,0,41,029,000202,3,410290002023
"Block Group 1, Census Tract 2.02, Jackson County, Oregon",531,373,158,531,158,373,531,35,31,67,57,6,8,31,31,9,71,46,47,7,72,9,4,41,029,000202,1,410290002021
"Block Group 2, Census Tract 17, Jackson County, Oregon",1077,976,101,1077,202,875,1077,239,0,15,78,136,45,45,64,50,16,137,89,52,68,16,27,41,029,001700,2,410290017002
"Block Group 3, Census Tract 17, Jackson County, Oregon",413,216,197,413,95,318,413,0,0,62,25,101,18,0,17,17,16,42,12,36,51,0,16,41,029,001700,3,410290017003
"Block Group 2, Census Tract 19, Jackson County, Oregon",290,205,85,290,111,179,290,25,26,14,11,13,14,30,3,7,21,36,11,7,4,36,32,41,029,001900,2,410290019002
"Block Group 1, Census Tract 1, Jackson County, Oregon",407,332,75,407,204,203,407,24,22,88,24,59,58,35,11,8,18,39,14,7,0,0,0,41,029,000100,1,410290001001
"Block Group 4, Census Tract 224, Clackamas County, Oregon",225,178,47,225,51,174,225,11,31,9,0,20,6,0,0,0,27,33,30,11,18,23,6,41,005,022400,4,410050224004
"Block Group 5, Census Tract 224, Clackamas County, Oregon",410,294,116,410,54,356,410,73,54,8,0,0,9,8,32,11,15,99,61,22,10,0,8,41,005,022400,5,410050224005
"Block Group 2, Census Tract 237, Clackamas County, Oregon",256,178,78,256,69,187,256,37,32,0,9,9,0,0,39,9,0,7,25,10,0,70,9,41,005,023700,2,410050237002
"Block Group 1, Census Tract 237, Clackamas County, Oregon",546,427,119,546,28,518,546,22,10,18,0,35,20,19,17,0,9,68,99,54,61,63,51,41,005,023700,1,410050237001
"Block Group 4, Census Tract 800, Douglas County, Oregon",467,305,162,467,34,433,467,18,14,0,0,33,17,31,0,48,35,31,148,16,76,0,0,41,019,080000,4,410190800004
"Block Group 5, Census Tract 800, Douglas County, Oregon",364,218,146,364,70,294,364,0,35,111,0,17,36,17,0,0,31,46,20,23,0,11,17,41,019,080000,5,410190800005
"Block Group 3, Census Tract 209, Clackamas County, Oregon",848,590,258,848,231,617,848,82,144,30,79,43,27,7,12,0,96,82,69,67,34,33,43,41,005,020900,3,410050209003
"Block Group 2, Census Tract 209, Clackamas County, Oregon",442,333,109,442,65,377,442,35,30,10,10,9,0,0,10,0,73,133,58,43,0,12,19,41,005,020900,2,410050209002
"Block Group 3, Census Tract 216.02, Clackamas County, Oregon",931,748,183,931,128,803,931,0,14,0,75,15,69,32,47,36,74,133,200,107,27,52,50,41,005,021602,3,410050216023
"Block Group 1, Census Tract 216.02, Clackamas County, Oregon",823,565,258,823,220,603,823,81,97,34,52,30,6,141,0,42,76,63,29,104,21,40,7,41,005,021602,1,410050216021
"Block Group 2, Census Tract 219, Clackamas County, Oregon",466,412,54,466,80,386,466,0,0,9,34,62,10,10,45,15,66,89,66,20,24,9,7,41,005,021900,2,410050219002
"Block Group 4, Census Tract 202, Clackamas County, Oregon",878,695,183,878,25,853,878,14,15,17,58,14,0,23,18,16,24,13,111,97,71,107,280,41,005,020200,4,410050202004
"Block Group 2, Census Tract 202, Clackamas County, Oregon",508,439,69,508,0,508,508,0,0,15,0,14,0,0,13,0,13,39,60,54,59,106,135,41,005,020200,2,410050202002
"Block Group 1, Census Tract 217, Clackamas County, Oregon",1080,801,279,1080,73,1007,1080,28,0,75,29,30,35,0,85,30,60,136,196,90,162,109,15,41,005,021700,1,410050217001
"Block Group 2, Census Tract 217, Clackamas County, Oregon",802,459,343,802,134,668,802,117,15,62,60,61,28,15,11,9,137,64,14,0,126,7,76,41,005,021700,2,410050217002
"Block Group 2, Census Tract 9514, Umatilla County, Oregon",306,232,74,306,46,260,306,23,11,33,9,12,6,5,9,7,43,53,23,54,12,0,6,41,059,951400,2,410599514002
"Block Group 3, Census Tract 9503, Umatilla County, Oregon",483,348,135,483,76,407,483,19,38,20,26,16,26,1,7,25,34,80,75,58,28,24,6,41,059,950300,3,410599503003
"Block Group 2, Census Tract 9503, Umatilla County, Oregon",324,269,55,324,42,282,324,27,9,5,14,0,5,11,19,12,31,85,49,22,5,14,16,41,059,950300,2,410599503002
"Block Group 5, Census Tract 9504, Umatilla County, Oregon",378,272,106,378,131,247,378,0,18,9,20,0,9,5,9,13,56,77,9,47,40,24,42,41,059,950400,5,410599504005
"Block Group 6, Census Tract 9504, Umatilla County, Oregon",275,267,8,275,21,254,275,0,0,0,7,21,0,10,14,21,34,58,44,23,0,27,16,41,059,950400,6,410599504006
"Block Group 1, Census Tract 9504, Umatilla County, Oregon",167,125,42,167,12,155,167,16,14,8,3,1,2,10,11,6,29,14,21,6,4,12,10,41,059,950400,1,410599504001
"Block Group 3, Census Tract 9504, Umatilla County, Oregon",404,199,205,404,183,221,404,58,56,43,8,0,36,0,30,18,59,16,33,11,22,0,14,41,059,950400,3,410599504003
"Block Group 4, Census Tract 9506, Umatilla County, Oregon",390,344,46,390,147,243,390,68,0,25,0,15,95,36,0,6,12,40,54,39,0,0,0,41,059,950600,4,410599506004
"Block Group 2, Census Tract 9506, Umatilla County, Oregon",242,207,35,242,100,142,242,47,9,52,0,0,50,25,0,12,0,38,0,9,0,0,0,41,059,950600,2,410599506002
"Block Group 2, Census Tract 312, Washington County, Oregon",260,228,32,260,52,208,260,0,16,0,16,18,52,16,13,0,80,0,0,13,0,36,0,41,067,031200,2,410670312002
"Block Group 2, Census Tract 316.06, Washington County, Oregon",583,561,22,583,35,548,583,9,0,0,59,13,26,13,61,18,61,50,133,15,75,50,0,41,067,031606,2,410670316062
"Block Group 1, Census Tract 316.06, Washington County, Oregon",825,698,127,825,152,673,825,0,49,44,20,65,53,0,9,27,32,64,212,111,0,126,13,41,067,031606,1,410670316061
"Block Group 3, Census Tract 316.06, Washington County, Oregon",805,709,96,805,117,688,805,18,36,77,15,21,0,14,21,35,59,62,162,108,68,32,77,41,067,031606,3,410670316063
"Block Group 1, Census Tract 316.13, Washington County, Oregon",543,471,72,543,12,531,543,12,25,0,12,11,0,0,0,78,34,49,77,158,0,62,25,41,067,031613,1,410670316131
"Block Group 2, Census Tract 9704, Union County, Oregon",542,343,199,542,181,361,542,51,10,82,16,16,12,10,28,28,24,24,122,56,0,16,47,41,061,970400,2,410619704002
"Block Group 1, Census Tract 9704, Union County, Oregon",362,284,78,362,3,359,362,9,0,1,3,0,18,8,7,24,20,34,94,42,51,18,33,41,061,970400,1,410619704001
"Block Group 2, Census Tract 9704, Columbia County, Oregon",520,336,184,520,71,449,520,5,16,22,22,20,14,29,19,12,101,44,75,67,23,31,20,41,009,970400,2,410099704002
"Block Group 1, Census Tract 9704, Columbia County, Oregon",410,268,142,410,96,314,410,40,19,44,6,6,21,19,31,14,16,47,46,59,31,11,0,41,009,970400,1,410099704001
"Block Group 6, Census Tract 304.01, Linn County, Oregon",254,91,163,254,158,96,254,18,0,18,20,64,21,51,22,0,16,0,15,0,0,9,0,41,043,030401,6,410430304016
"Block Group 1, Census Tract 304.01, Linn County, Oregon",599,307,292,599,154,445,599,12,17,0,18,83,10,20,11,74,19,162,25,36,12,42,58,41,043,030401,1,410430304011
"Block Group 3, Census Tract 307, Linn County, Oregon",411,288,123,411,17,394,411,9,11,27,29,46,12,42,36,0,54,8,26,22,34,43,12,41,043,030700,3,410430307003
"Block Group 4, Census Tract 307, Linn County, Oregon",618,472,146,618,87,531,618,17,65,22,26,28,13,4,34,16,16,122,112,59,15,24,45,41,043,030700,4,410430307004
"Block Group 3, Census Tract 37.01, Multnomah County, Oregon",610,507,103,610,115,495,610,8,66,56,10,34,10,16,14,4,49,93,81,19,88,31,31,41,051,003701,3,410510037013
"Block Group 3, Census Tract 317.03, Washington County, Oregon",750,694,56,750,75,675,750,9,34,43,8,0,21,10,30,49,93,142,101,90,37,32,51,41,067,031703,3,410670317033
"Block Group 1, Census Tract 318.05, Washington County, Oregon",541,486,55,541,116,425,541,12,0,0,0,36,37,0,0,0,45,57,182,51,52,69,0,41,067,031805,1,410670318051
"Block Group 4, Census Tract 318.05, Washington County, Oregon",511,438,73,511,51,460,511,0,11,24,0,24,20,0,24,0,53,10,60,67,52,119,47,41,067,031805,4,410670318054
"Block Group 1, Census Tract 321.03, Washington County, Oregon",872,781,91,872,0,872,872,0,0,0,80,14,16,0,0,0,15,51,91,83,124,217,181,41,067,032103,1,410670321031
"Block Group 2, Census Tract 321.03, Washington County, Oregon",1556,1193,363,1556,105,1451,1556,15,67,56,54,57,113,79,72,44,130,236,207,166,85,93,82,41,067,032103,2,410670321032
"Block Group 3, Census Tract 326.03, Washington County, Oregon",591,496,95,591,58,533,591,0,0,0,44,24,58,0,0,13,57,41,77,117,77,66,17,41,067,032603,3,410670326033
"Block Group 1, Census Tract 326.03, Washington County, Oregon",425,373,52,425,71,354,425,0,0,17,67,0,0,0,0,19,24,13,147,61,40,20,17,41,067,032603,1,410670326031
"Block Group 1, Census Tract 244, Clackamas County, Oregon",1248,1100,148,1248,101,1147,1248,16,0,18,70,29,46,51,14,21,182,110,220,191,94,71,115,41,005,024400,1,410050244001
"Block Group 3, Census Tract 244, Clackamas County, Oregon",1570,1088,482,1570,153,1417,1570,158,71,43,101,55,114,69,31,66,155,129,123,111,62,136,146,41,005,024400,3,410050244003
"Block Group 2, Census Tract 244, Clackamas County, Oregon",500,486,14,500,0,500,500,0,0,0,0,20,0,21,0,80,50,158,14,64,23,27,43,41,005,024400,2,410050244002
"Block Group 2, Census Tract 21.02, Marion County, Oregon",293,217,76,293,29,264,293,14,15,0,0,0,15,0,16,0,0,0,104,72,30,27,0,41,047,002102,2,410470021022
"Block Group 3, Census Tract 21.02, Marion County, Oregon",704,563,141,704,44,660,704,70,20,0,39,31,29,85,13,15,68,66,164,32,37,35,0,41,047,002102,3,410470021023
"Block Group 4, Census Tract 21.02, Marion County, Oregon",764,480,284,764,159,605,764,0,44,68,53,64,103,12,44,15,52,40,69,95,54,51,0,41,047,002102,4,410470021024
"Block Group 1, Census Tract 21.02, Marion County, Oregon",642,530,112,642,102,540,642,0,0,30,17,16,89,0,39,40,76,49,78,100,34,19,55,41,047,002102,1,410470021021
"Block Group 2, Census Tract 23.03, Marion County, Oregon",763,601,162,763,130,633,763,33,0,23,0,27,60,62,26,65,28,157,55,77,49,28,73,41,047,002303,2,410470023032
